model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3Drop_0.2_1,0,2019-05-16 23:47,30,0.05,cross_entropy,adam,1,0.5329,0.7203,16485,5661,0.7444,0.673,0.7069,8010,18834,0.7016,0.7689,0.7337
MLPNet3Drop_0.2_1,0,2019-05-16 23:58,30,0.0475,cross_entropy,adam,2,0.4916,0.7474,15915,3672,0.8125,0.6497,0.7221,8580,20823,0.7082,0.8501,0.7727
MLPNet3Drop_0.2_1,0,2019-05-17 00:08,30,0.045125,cross_entropy,adam,3,0.486,0.751,15766,3322,0.826,0.6436,0.7235,8729,21173,0.7081,0.8644,0.7785
MLPNet3Drop_0.2_1,0,2019-05-17 00:18,30,0.04286875,cross_entropy,adam,4,0.481,0.7557,15605,2900,0.8433,0.6371,0.7258,8890,21595,0.7084,0.8816,0.7856
MLPNet3Drop_0.2_1,0,2019-05-17 00:28,30,0.04072531249999999,cross_entropy,adam,5,0.4772,0.7606,15769,2835,0.8476,0.6438,0.7318,8726,21660,0.7128,0.8843,0.7893
MLPNet3Drop_0.2_1,0,2019-05-17 00:39,30,0.038689046874999994,cross_entropy,adam,6,0.476,0.7579,15901,3117,0.8361,0.6492,0.7309,8594,21378,0.7133,0.8727,0.785
MLPNet3Drop_0.2_1,0,2019-05-17 00:49,30,0.03675459453124999,cross_entropy,adam,7,0.4758,0.7615,15856,2883,0.8461,0.6473,0.7335,8639,21612,0.7144,0.8823,0.7895
MLPNet3Drop_0.2_1,0,2019-05-17 01:00,30,0.03491686480468749,cross_entropy,adam,8,0.4739,0.7596,15659,2760,0.8502,0.6393,0.7298,8836,21735,0.711,0.8873,0.7894
MLPNet3Drop_0.2_1,0,2019-05-17 01:10,30,0.03317102156445311,cross_entropy,adam,9,0.4733,0.7603,15745,2822,0.848,0.6428,0.7313,8750,21673,0.7124,0.8848,0.7893
MLPNet3Drop_0.2_1,0,2019-05-17 01:20,30,0.03151247048623045,cross_entropy,adam,10,0.4727,0.7628,15891,2854,0.8477,0.6487,0.735,8604,21641,0.7155,0.8835,0.7907
MLPNet3Drop_0.2_1,0,2019-05-17 01:31,30,0.02993684696191893,cross_entropy,adam,11,0.4707,0.7625,16218,3235,0.8337,0.6621,0.7381,8277,21260,0.7198,0.8679,0.7869
MLPNet3Drop_0.2_1,0,2019-05-17 01:41,30,0.028440004613822983,cross_entropy,adam,12,0.4699,0.7633,16295,3277,0.8326,0.6652,0.7396,8200,21218,0.7213,0.8662,0.7871
MLPNet3Drop_0.2_1,0,2019-05-17 01:51,30,0.027018004383131834,cross_entropy,adam,13,0.4681,0.7665,16367,3197,0.8366,0.6682,0.743,8128,21298,0.7238,0.8695,0.79
MLPNet3Drop_0.2_1,0,2019-05-17 02:02,30,0.02566710416397524,cross_entropy,adam,14,0.4691,0.7606,16036,3129,0.8367,0.6547,0.7346,8459,21366,0.7164,0.8723,0.7867
MLPNet3Drop_0.2_1,0,2019-05-17 02:12,30,0.024383748955776476,cross_entropy,adam,15,0.4683,0.7645,16187,3101,0.8392,0.6608,0.7394,8308,21394,0.7203,0.8734,0.7895
MLPNet3Drop_0.2_1,0,2019-05-17 02:23,30,0.023164561507987652,cross_entropy,adam,16,0.4692,0.7615,16169,3231,0.8335,0.6601,0.7367,8326,21264,0.7186,0.8681,0.7863
MLPNet3Drop_0.2_1,0,2019-05-17 02:33,30,0.02200633343258827,cross_entropy,adam,17,0.4729,0.7633,16155,3126,0.8379,0.6595,0.7381,8340,21369,0.7193,0.8724,0.7885
MLPNet3Drop_0.2_1,0,2019-05-17 02:43,30,0.020906016760958854,cross_entropy,adam,18,0.4721,0.7629,16047,3023,0.8415,0.6551,0.7367,8448,21472,0.7176,0.8766,0.7892
