model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3Drop_0.2_1,0,2019-05-17 02:54,30,0.019860715922910912,cross_entropy,adam,19,0.4676,0.764,16094,3020,0.842,0.657,0.7381,8401,21475,0.7188,0.8767,0.7899
MLPNet3Drop_0.2_1,0,2019-05-17 03:04,30,0.018867680126765367,cross_entropy,adam,20,0.4676,0.7637,16259,3217,0.8348,0.6638,0.7395,8236,21278,0.7209,0.8687,0.7879
MLPNet3Drop_0.2_1,0,2019-05-17 03:14,30,0.017924296120427098,cross_entropy,adam,21,0.4671,0.7646,16562,3506,0.8253,0.6761,0.7433,7933,20989,0.7257,0.8569,0.7859
MLPNet3Drop_0.2_1,0,2019-05-17 03:25,30,0.01702808131440574,cross_entropy,adam,22,0.4671,0.7656,16279,3143,0.8382,0.6646,0.7414,8216,21352,0.7221,0.8717,0.7899
MLPNet3Drop_0.2_1,0,2019-05-17 03:35,30,0.016176677248685455,cross_entropy,adam,23,0.4655,0.7662,16658,3530,0.8251,0.6801,0.7456,7837,20965,0.7279,0.8559,0.7867
MLPNet3Drop_0.2_1,0,2019-05-17 03:46,30,0.015367843386251181,cross_entropy,adam,24,0.4653,0.7679,16796,3592,0.8238,0.6857,0.7484,7699,20903,0.7308,0.8534,0.7874
MLPNet3Drop_0.2_1,0,2019-05-17 03:56,30,0.014599451216938621,cross_entropy,adam,25,0.4656,0.7667,16683,3529,0.8254,0.6811,0.7463,7812,20966,0.7285,0.8559,0.7871
MLPNet3Drop_0.2_1,0,2019-05-17 04:07,30,0.013869478656091689,cross_entropy,adam,26,0.4643,0.7678,16740,3537,0.8256,0.6834,0.7478,7755,20958,0.7299,0.8556,0.7878
MLPNet3Drop_0.2_1,0,2019-05-17 04:17,30,0.013176004723287104,cross_entropy,adam,27,0.4672,0.7629,16391,3406,0.828,0.6692,0.7401,8104,21089,0.7224,0.861,0.7856
MLPNet3Drop_0.2_1,0,2019-05-17 04:28,30,0.012517204487122747,cross_entropy,adam,28,0.4661,0.7656,16394,3272,0.8336,0.6693,0.7425,8101,21223,0.7237,0.8664,0.7887
MLPNet3Drop_0.2_1,0,2019-05-17 04:38,30,0.011891344262766609,cross_entropy,adam,29,0.4645,0.7687,16616,3358,0.8319,0.6783,0.7473,7879,21137,0.7285,0.8629,0.79
MLPNet3Drop_0.2_1,0,2019-05-17 04:48,30,0.011296777049628278,cross_entropy,adam,30,0.4668,0.7686,16854,3617,0.8233,0.6881,0.7496,7641,20878,0.7321,0.8523,0.7876
