model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3_1,0,2019-05-16 23:46,30,0.05,cross_entropy,adam,1,0.4925,0.75,16780,4479,0.7893,0.685,0.7335,7715,20016,0.7218,0.8171,0.7665
MLPNet3_1,0,2019-05-16 23:57,30,0.0475,cross_entropy,adam,2,0.4583,0.7732,16915,3450,0.8306,0.6905,0.7541,7580,21045,0.7352,0.8592,0.7924
MLPNet3_1,0,2019-05-17 00:08,30,0.045125,cross_entropy,adam,3,0.4539,0.7757,16959,3375,0.834,0.6923,0.7566,7536,21120,0.737,0.8622,0.7947
MLPNet3_1,0,2019-05-17 00:18,30,0.04286875,cross_entropy,adam,4,0.4492,0.777,16880,3223,0.8397,0.6891,0.757,7615,21272,0.7364,0.8684,0.797
MLPNet3_1,0,2019-05-17 00:29,30,0.04072531249999999,cross_entropy,adam,5,0.4476,0.7811,17145,3299,0.8386,0.6999,0.763,7350,21196,0.7425,0.8653,0.7992
MLPNet3_1,0,2019-05-17 00:39,30,0.038689046874999994,cross_entropy,adam,6,0.4474,0.7822,17204,3310,0.8386,0.7023,0.7645,7291,21185,0.744,0.8649,0.7999
MLPNet3_1,0,2019-05-17 00:50,30,0.03675459453124999,cross_entropy,adam,7,0.4436,0.7833,17252,3303,0.8393,0.7043,0.7659,7243,21192,0.7453,0.8652,0.8008
MLPNet3_1,0,2019-05-17 01:01,30,0.03491686480468749,cross_entropy,adam,8,0.4401,0.7883,17515,3333,0.8401,0.715,0.7726,6980,21162,0.752,0.8639,0.8041
MLPNet3_1,0,2019-05-17 01:12,30,0.03317102156445311,cross_entropy,adam,9,0.4385,0.7886,17553,3360,0.8393,0.7166,0.7731,6942,21135,0.7528,0.8628,0.804
MLPNet3_1,0,2019-05-17 01:23,30,0.03151247048623045,cross_entropy,adam,10,0.4364,0.7894,17551,3315,0.8411,0.7165,0.7738,6944,21180,0.7531,0.8647,0.805
MLPNet3_1,0,2019-05-17 01:33,30,0.02993684696191893,cross_entropy,adam,11,0.4376,0.7895,17516,3276,0.8424,0.7151,0.7736,6979,21219,0.7525,0.8663,0.8054
MLPNet3_1,0,2019-05-17 01:44,30,0.028440004613822983,cross_entropy,adam,12,0.4358,0.7916,17550,3207,0.8455,0.7165,0.7757,6945,21288,0.754,0.8691,0.8075
MLPNet3_1,0,2019-05-17 01:55,30,0.027018004383131834,cross_entropy,adam,13,0.4372,0.7894,17535,3302,0.8415,0.7159,0.7736,6960,21193,0.7528,0.8652,0.8051
MLPNet3_1,0,2019-05-17 02:05,30,0.02566710416397524,cross_entropy,adam,14,0.4334,0.7917,17620,3274,0.8433,0.7193,0.7764,6875,21221,0.7553,0.8663,0.807
MLPNet3_1,0,2019-05-17 02:16,30,0.024383748955776476,cross_entropy,adam,15,0.4317,0.7943,17686,3214,0.8462,0.722,0.7792,6809,21281,0.7576,0.8688,0.8094
MLPNet3_1,0,2019-05-17 02:27,30,0.023164561507987652,cross_entropy,adam,16,0.4313,0.7926,17673,3284,0.8433,0.7215,0.7777,6822,21211,0.7566,0.8659,0.8076
MLPNet3_1,0,2019-05-17 02:38,30,0.02200633343258827,cross_entropy,adam,17,0.432,0.795,17736,3230,0.8459,0.7241,0.7803,6759,21265,0.7588,0.8681,0.8098
MLPNet3_1,0,2019-05-17 02:48,30,0.020906016760958854,cross_entropy,adam,18,0.4309,0.7942,17749,3287,0.8437,0.7246,0.7796,6746,21208,0.7587,0.8658,0.8087
MLPNet3_1,0,2019-05-17 02:59,30,0.019860715922910912,cross_entropy,adam,19,0.4313,0.7944,17805,3333,0.8423,0.7269,0.7804,6690,21162,0.7598,0.8639,0.8085
MLPNet3_1,0,2019-05-17 03:10,30,0.018867680126765367,cross_entropy,adam,20,0.429,0.7955,17899,3378,0.8412,0.7307,0.7821,6596,21117,0.762,0.8621,0.809
MLPNet3_1,0,2019-05-17 03:21,30,0.017924296120427098,cross_entropy,adam,21,0.4281,0.7967,17853,3270,0.8452,0.7288,0.7827,6642,21225,0.7617,0.8665,0.8107
MLPNet3_1,0,2019-05-17 03:32,30,0.01702808131440574,cross_entropy,adam,22,0.4303,0.7965,17837,3265,0.8453,0.7282,0.7824,6658,21230,0.7613,0.8667,0.8106
MLPNet3_1,0,2019-05-17 03:43,30,0.016176677248685455,cross_entropy,adam,23,0.4287,0.7978,17920,3284,0.8451,0.7316,0.7843,6575,21211,0.7634,0.8659,0.8114
MLPNet3_1,0,2019-05-17 03:53,30,0.015367843386251181,cross_entropy,adam,24,0.4285,0.7949,17842,3349,0.842,0.7284,0.7811,6653,21146,0.7607,0.8633,0.8087
MLPNet3_1,0,2019-05-17 04:04,30,0.014599451216938621,cross_entropy,adam,25,0.4282,0.7977,17876,3246,0.8463,0.7298,0.7837,6619,21249,0.7625,0.8675,0.8116
MLPNet3_1,0,2019-05-17 04:15,30,0.013869478656091689,cross_entropy,adam,26,0.43,0.7977,18007,3383,0.8418,0.7351,0.7849,6488,21112,0.7649,0.8619,0.8105
