model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4_1,0,2019-05-16 23:49,30,0.05,cross_entropy,adam,1,0.4936,0.7492,16746,4484,0.7888,0.6836,0.7325,7749,20011,0.7209,0.8169,0.7659
MLPNet4_1,0,2019-05-16 23:59,30,0.0475,cross_entropy,adam,2,0.4585,0.7711,17054,3709,0.8214,0.6962,0.7536,7441,20786,0.7364,0.8486,0.7885
MLPNet4_1,0,2019-05-17 00:10,30,0.045125,cross_entropy,adam,3,0.4539,0.7767,17075,3449,0.832,0.6971,0.7586,7420,21046,0.7393,0.8592,0.7948
MLPNet4_1,0,2019-05-17 00:21,30,0.04286875,cross_entropy,adam,4,0.4491,0.7788,17140,3411,0.834,0.6997,0.761,7355,21084,0.7414,0.8607,0.7966
MLPNet4_1,0,2019-05-17 00:32,30,0.04072531249999999,cross_entropy,adam,5,0.4457,0.7809,17129,3293,0.8388,0.6993,0.7627,7366,21202,0.7422,0.8656,0.7991
MLPNet4_1,0,2019-05-17 00:42,30,0.038689046874999994,cross_entropy,adam,6,0.4439,0.7824,17363,3467,0.8336,0.7088,0.7662,7132,21028,0.7467,0.8585,0.7987
MLPNet4_1,0,2019-05-17 00:53,30,0.03675459453124999,cross_entropy,adam,7,0.4473,0.7858,17308,3240,0.8423,0.7066,0.7685,7187,21255,0.7473,0.8677,0.803
MLPNet4_1,0,2019-05-17 01:04,30,0.03491686480468749,cross_entropy,adam,8,0.4432,0.7842,17301,3310,0.8394,0.7063,0.7671,7194,21185,0.7465,0.8649,0.8013
MLPNet4_1,0,2019-05-17 01:14,30,0.03317102156445311,cross_entropy,adam,9,0.4395,0.7864,17537,3453,0.8355,0.7159,0.7711,6958,21042,0.7515,0.859,0.8017
MLPNet4_1,0,2019-05-17 01:25,30,0.03151247048623045,cross_entropy,adam,10,0.4392,0.7858,17378,3311,0.84,0.7095,0.7692,7117,21184,0.7485,0.8648,0.8025
MLPNet4_1,0,2019-05-17 01:35,30,0.02993684696191893,cross_entropy,adam,11,0.4376,0.7878,17454,3295,0.8412,0.7126,0.7715,7041,21200,0.7507,0.8655,0.804
MLPNet4_1,0,2019-05-17 01:46,30,0.028440004613822983,cross_entropy,adam,12,0.4381,0.7884,17417,3224,0.8438,0.711,0.7718,7078,21271,0.7503,0.8684,0.805
MLPNet4_1,0,2019-05-17 01:56,30,0.027018004383131834,cross_entropy,adam,13,0.4359,0.7889,17352,3127,0.8473,0.7084,0.7716,7143,21368,0.7495,0.8723,0.8062
MLPNet4_1,0,2019-05-17 02:07,30,0.02566710416397524,cross_entropy,adam,14,0.4351,0.7881,17388,3208,0.8442,0.7099,0.7712,7107,21287,0.7497,0.869,0.805
