model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4_1,0,2019-05-17 02:17,30,0.024383748955776476,cross_entropy,adam,15,0.4349,0.7892,17398,3163,0.8462,0.7103,0.7723,7097,21332,0.7504,0.8709,0.8061
MLPNet4_1,0,2019-05-17 02:28,30,0.023164561507987652,cross_entropy,adam,16,0.4343,0.7887,17324,3108,0.8479,0.7072,0.7712,7171,21387,0.7489,0.8731,0.8063
MLPNet4_1,0,2019-05-17 02:39,30,0.02200633343258827,cross_entropy,adam,17,0.4344,0.7915,17467,3120,0.8484,0.7131,0.7749,7028,21375,0.7526,0.8726,0.8082
MLPNet4_1,0,2019-05-17 02:49,30,0.020906016760958854,cross_entropy,adam,18,0.4369,0.79,17433,3162,0.8465,0.7117,0.7733,7062,21333,0.7513,0.8709,0.8067
MLPNet4_1,0,2019-05-17 02:59,30,0.019860715922910912,cross_entropy,adam,19,0.4321,0.7923,17565,3187,0.8464,0.7171,0.7764,6930,21308,0.7546,0.8699,0.8081
MLPNet4_1,0,2019-05-17 03:10,30,0.018867680126765367,cross_entropy,adam,20,0.4336,0.7909,17455,3141,0.8475,0.7126,0.7742,7040,21354,0.7521,0.8718,0.8075
MLPNet4_1,0,2019-05-17 03:21,30,0.017924296120427098,cross_entropy,adam,21,0.432,0.7921,17557,3185,0.8464,0.7168,0.7762,6938,21310,0.7544,0.87,0.8081
MLPNet4_1,0,2019-05-17 03:31,30,0.01702808131440574,cross_entropy,adam,22,0.4326,0.7928,17393,2979,0.8538,0.7101,0.7753,7102,21516,0.7518,0.8784,0.8102
MLPNet4_1,0,2019-05-17 03:42,30,0.016176677248685455,cross_entropy,adam,23,0.4311,0.7914,17451,3108,0.8488,0.7124,0.7747,7044,21387,0.7522,0.8731,0.8082
MLPNet4_1,0,2019-05-17 03:53,30,0.015367843386251181,cross_entropy,adam,24,0.4327,0.7923,17340,2945,0.8548,0.7079,0.7745,7155,21550,0.7507,0.8798,0.8102
MLPNet4_1,0,2019-05-17 04:03,30,0.014599451216938621,cross_entropy,adam,25,0.4298,0.7932,17466,3033,0.852,0.713,0.7764,7029,21462,0.7533,0.8762,0.8101
MLPNet4_1,0,2019-05-17 04:13,30,0.013869478656091689,cross_entropy,adam,26,0.4289,0.7929,17492,3080,0.8503,0.7141,0.7763,7003,21415,0.7536,0.8743,0.8094
MLPNet4_1,0,2019-05-17 04:24,30,0.013176004723287104,cross_entropy,adam,27,0.4288,0.7945,17469,2971,0.8546,0.7132,0.7775,7026,21524,0.7539,0.8787,0.8115
MLPNet4_1,0,2019-05-17 04:35,30,0.012517204487122747,cross_entropy,adam,28,0.4302,0.7931,17393,2960,0.8546,0.7101,0.7756,7102,21535,0.752,0.8792,0.8106
MLPNet4_1,0,2019-05-17 04:45,30,0.011891344262766609,cross_entropy,adam,29,0.4367,0.7943,17388,2895,0.8573,0.7099,0.7766,7107,21600,0.7524,0.8818,0.812
MLPNet4_1,0,2019-05-17 04:56,30,0.011296777049628278,cross_entropy,adam,30,0.4292,0.794,17410,2937,0.8557,0.7108,0.7765,7085,21558,0.7526,0.8801,0.8114
