model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4Drop_0.2_1,0,2019-05-17 02:30,30,0.023164561507987652,cross_entropy,adam,16,0.4948,0.7595,16006,3151,0.8355,0.6534,0.7333,8489,21344,0.7154,0.8714,0.7857
MLPNet4Drop_0.2_1,0,2019-05-17 02:41,30,0.02200633343258827,cross_entropy,adam,17,0.4909,0.7602,16068,3188,0.8344,0.656,0.7345,8427,21307,0.7166,0.8699,0.7858
MLPNet4Drop_0.2_1,0,2019-05-17 02:52,30,0.020906016760958854,cross_entropy,adam,18,0.491,0.7582,16267,3507,0.8226,0.6641,0.7349,8228,20988,0.7184,0.8568,0.7815
MLPNet4Drop_0.2_1,0,2019-05-17 03:02,30,0.019860715922910912,cross_entropy,adam,19,0.4906,0.7615,15696,2703,0.8531,0.6408,0.7319,8799,21792,0.7124,0.8897,0.7912
MLPNet4Drop_0.2_1,0,2019-05-17 03:13,30,0.018867680126765367,cross_entropy,adam,20,0.4922,0.7602,16005,3118,0.837,0.6534,0.7339,8490,21377,0.7157,0.8727,0.7865
MLPNet4Drop_0.2_1,0,2019-05-17 03:24,30,0.017924296120427098,cross_entropy,adam,21,0.4905,0.7618,16402,3473,0.8253,0.6696,0.7393,8093,21022,0.722,0.8582,0.7843
MLPNet4Drop_0.2_1,0,2019-05-17 03:34,30,0.01702808131440574,cross_entropy,adam,22,0.4912,0.7598,16192,3343,0.8289,0.661,0.7355,8303,21152,0.7181,0.8635,0.7841
MLPNet4Drop_0.2_1,0,2019-05-17 03:45,30,0.016176677248685455,cross_entropy,adam,23,0.4933,0.7566,16315,3643,0.8175,0.6661,0.734,8180,20852,0.7182,0.8513,0.7791
MLPNet4Drop_0.2_1,0,2019-05-17 03:56,30,0.015367843386251181,cross_entropy,adam,24,0.4961,0.7568,16495,3829,0.8116,0.6734,0.7361,8000,20666,0.7209,0.8437,0.7775
MLPNet4Drop_0.2_1,0,2019-05-17 04:07,30,0.014599451216938621,cross_entropy,adam,25,0.4911,0.7573,16469,3773,0.8136,0.6723,0.7363,8026,20722,0.7208,0.846,0.7784
MLPNet4Drop_0.2_1,0,2019-05-17 04:17,30,0.013869478656091689,cross_entropy,adam,26,0.4966,0.7546,16012,3409,0.8245,0.6537,0.7292,8483,21086,0.7131,0.8608,0.78
MLPNet4Drop_0.2_1,0,2019-05-17 04:28,30,0.013176004723287104,cross_entropy,adam,27,0.4956,0.7572,16141,3422,0.8251,0.659,0.7327,8354,21073,0.7161,0.8603,0.7816
MLPNet4Drop_0.2_1,0,2019-05-17 04:39,30,0.012517204487122747,cross_entropy,adam,28,0.4969,0.7584,16234,3461,0.8243,0.6627,0.7347,8261,21034,0.718,0.8587,0.7821
MLPNet4Drop_0.2_1,0,2019-05-17 04:49,30,0.011891344262766609,cross_entropy,adam,29,0.5051,0.7586,16274,3497,0.8231,0.6644,0.7353,8221,20998,0.7186,0.8572,0.7818
MLPNet4Drop_0.2_1,0,2019-05-17 05:00,30,0.011296777049628278,cross_entropy,adam,30,0.5061,0.7518,15951,3484,0.8207,0.6512,0.7262,8544,21011,0.7109,0.8578,0.7775
