model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet5Drop_0.2_2,0,2019-05-17 05:17,6,0.01,cross_entropy,adam,1,0.5396,0.7228,14673,3532,0.806,0.599,0.6873,9822,20963,0.6809,0.8558,0.7584
MLPNet5Drop_0.2_2,0,2019-05-17 05:28,6,0.0095,cross_entropy,adam,2,0.5593,0.7037,13067,2616,0.8332,0.5335,0.6505,11428,21879,0.6569,0.8932,0.757
MLPNet5Drop_0.2_2,0,2019-05-17 05:39,6,0.009025,cross_entropy,adam,3,0.5352,0.7336,14547,2828,0.8372,0.5939,0.6949,9948,21667,0.6853,0.8845,0.7723
MLPNet5Drop_0.2_2,0,2019-05-17 05:50,6,0.00857375,cross_entropy,adam,4,0.527,0.7378,15150,3307,0.8208,0.6185,0.7054,9345,21188,0.6939,0.865,0.7701
MLPNet5Drop_0.2_2,0,2019-05-17 06:00,6,0.0081450625,cross_entropy,adam,5,0.5248,0.7373,14728,2844,0.8382,0.6013,0.7002,9767,21651,0.6891,0.8839,0.7745
MLPNet5Drop_0.2_2,0,2019-05-17 06:10,6,0.007737809374999999,cross_entropy,adam,6,0.5249,0.7382,15051,3170,0.826,0.6145,0.7047,9444,21325,0.6931,0.8706,0.7718
