model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3_2,0,2019-05-17 05:17,6,0.01,cross_entropy,adam,1,0.4334,0.7914,17763,3441,0.8377,0.7252,0.7774,6732,21054,0.7577,0.8595,0.8054
MLPNet3_2,0,2019-05-17 05:28,6,0.0095,cross_entropy,adam,2,0.4322,0.7921,17898,3550,0.8345,0.7307,0.7791,6597,20945,0.7605,0.8551,0.805
MLPNet3_2,0,2019-05-17 05:39,6,0.009025,cross_entropy,adam,3,0.4284,0.7947,18004,3530,0.8361,0.735,0.7823,6491,20965,0.7636,0.8559,0.8071
MLPNet3_2,0,2019-05-17 05:49,6,0.00857375,cross_entropy,adam,4,0.4284,0.7943,18002,3549,0.8353,0.7349,0.7819,6493,20946,0.7634,0.8551,0.8066
MLPNet3_2,0,2019-05-17 06:00,6,0.0081450625,cross_entropy,adam,5,0.4282,0.7944,18063,3608,0.8335,0.7374,0.7825,6432,20887,0.7646,0.8527,0.8062
MLPNet3_2,0,2019-05-17 06:09,6,0.007737809374999999,cross_entropy,adam,6,0.4251,0.7967,18163,3596,0.8347,0.7415,0.7854,6332,20899,0.7675,0.8532,0.8081
