model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4_5,0,2019-05-17 07:55,6,0.01,cross_entropy,adam,1,0.4393,0.7827,17030,3094,0.8463,0.6952,0.7633,7466,21402,0.7414,0.8737,0.8021
MLPNet4_5,0,2019-05-17 08:02,6,0.0095,cross_entropy,adam,2,0.4403,0.7892,17089,2832,0.8578,0.6976,0.7695,7407,21664,0.7452,0.8844,0.8089
MLPNet4_5,0,2019-05-17 08:08,6,0.009025,cross_entropy,adam,3,0.4349,0.7901,17165,2865,0.857,0.7007,0.771,7331,21631,0.7469,0.883,0.8093
MLPNet4_5,0,2019-05-17 08:15,6,0.00857375,cross_entropy,adam,4,0.4315,0.7914,17224,2865,0.8574,0.7031,0.7726,7272,21631,0.7484,0.883,0.8102
MLPNet4_5,0,2019-05-17 08:22,6,0.0081450625,cross_entropy,adam,5,0.4466,0.7912,17203,2854,0.8577,0.7023,0.7722,7293,21642,0.748,0.8835,0.8101
MLPNet4_5,0,2019-05-17 08:27,6,0.007737809374999999,cross_entropy,adam,6,0.4321,0.7905,17177,2860,0.8573,0.7012,0.7714,7319,21636,0.7472,0.8832,0.8096
