model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet5Drop_0.2_,0,2019-05-09 13:07,4,0.0025,cross_entropy,adam,1,0.4978,0.7562,18613,3664,0.8355,0.6459,0.7286,10205,25154,0.7114,0.8729,0.7839
MLPNet5Drop_0.2_,0,2019-05-09 13:15,4,0.00125,cross_entropy,adam,2,0.499,0.7552,18584,3694,0.8342,0.6449,0.7274,10234,25124,0.7106,0.8718,0.783
MLPNet5Drop_0.2_,0,2019-05-09 13:23,4,0.00125,cross_entropy,adam,3,0.4964,0.7556,18576,3659,0.8354,0.6446,0.7277,10242,25159,0.7107,0.873,0.7835
MLPNet5Drop_0.2_,0,2019-05-09 13:31,4,0.000625,cross_entropy,adam,4,0.4974,0.7561,18446,3483,0.8412,0.6401,0.727,10372,25335,0.7095,0.8791,0.7853
