model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4Drop_0.4_,0,2019-05-07 23:03,100,0.05,cross_entropy,adam,1,0.6485,0.6065,22869,16036,0.5878,0.7936,0.6754,5949,12782,0.6824,0.4435,0.5376
MLPNet4Drop_0.4_,0,2019-05-07 23:18,100,0.05,cross_entropy,adam,2,0.6005,0.6531,19884,11033,0.6431,0.69,0.6657,8934,17785,0.6656,0.6171,0.6405
MLPNet4Drop_0.4_,0,2019-05-07 23:34,100,0.05,cross_entropy,adam,3,0.5901,0.6632,19482,10073,0.6592,0.676,0.6675,9336,18745,0.6675,0.6505,0.6589
MLPNet4Drop_0.4_,0,2019-05-07 23:49,100,0.05,cross_entropy,adam,4,0.5865,0.6696,19123,9345,0.6717,0.6636,0.6676,9695,19473,0.6676,0.6757,0.6716
MLPNet4Drop_0.4_,0,2019-05-08 00:05,100,0.05,cross_entropy,adam,5,0.5873,0.6562,17946,8919,0.668,0.6227,0.6446,10872,19899,0.6467,0.6905,0.6679
MLPNet4Drop_0.4_,0,2019-05-08 00:20,100,0.05,cross_entropy,adam,6,0.5818,0.6583,17493,8313,0.6779,0.607,0.6405,11325,20505,0.6442,0.7115,0.6762
MLPNet4Drop_0.4_,0,2019-05-08 00:35,100,0.05,cross_entropy,adam,7,0.5891,0.6514,16278,7392,0.6877,0.5649,0.6203,12540,21426,0.6308,0.7435,0.6825
MLPNet4Drop_0.4_,0,2019-05-08 00:50,100,0.05,cross_entropy,adam,8,0.5852,0.6573,17008,7848,0.6843,0.5902,0.6338,11810,20970,0.6397,0.7277,0.6809
MLPNet4Drop_0.4_,0,2019-05-08 01:06,100,0.05,cross_entropy,adam,9,0.5796,0.6698,18103,8282,0.6861,0.6282,0.6559,10715,20536,0.6571,0.7126,0.6837
MLPNet4Drop_0.4_,0,2019-05-08 01:21,100,0.025,cross_entropy,adam,10,0.5678,0.6848,19494,8843,0.6879,0.6765,0.6821,9324,19975,0.6818,0.6931,0.6874
MLPNet4Drop_0.4_,0,2019-05-08 01:36,100,0.025,cross_entropy,adam,11,0.5634,0.689,19414,8519,0.695,0.6737,0.6842,9404,20299,0.6834,0.7044,0.6937
MLPNet4Drop_0.4_,0,2019-05-08 01:52,100,0.025,cross_entropy,adam,12,0.5629,0.6909,19315,8304,0.6993,0.6702,0.6845,9503,20514,0.6834,0.7118,0.6973
MLPNet4Drop_0.4_,0,2019-05-08 02:07,100,0.025,cross_entropy,adam,13,0.563,0.6942,19313,8107,0.7043,0.6702,0.6868,9505,20711,0.6854,0.7187,0.7017
MLPNet4Drop_0.4_,0,2019-05-08 02:17,100,0.025,cross_entropy,adam,14,0.5614,0.6931,19753,8622,0.6961,0.6854,0.6907,9065,20196,0.6902,0.7008,0.6955
MLPNet4Drop_0.4_,0,2019-05-08 02:26,100,0.025,cross_entropy,adam,15,0.5611,0.694,19714,8531,0.698,0.6841,0.691,9104,20287,0.6902,0.704,0.697
