model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet5,0,2019-05-09 13:42,4,0.000625,cross_entropy,adam,1,0.4424,0.7804,22354,6193,0.7831,0.7757,0.7793,6465,22626,0.7778,0.7851,0.7814
MLPNet5,0,2019-05-09 13:50,4,0.0003125,cross_entropy,adam,2,0.4402,0.7808,22325,6139,0.7843,0.7747,0.7795,6494,22680,0.7774,0.787,0.7822
MLPNet5,0,2019-05-09 13:59,4,0.0003125,cross_entropy,adam,3,0.4403,0.7812,22325,6119,0.7849,0.7747,0.7797,6494,22700,0.7776,0.7877,0.7826
MLPNet5,0,2019-05-09 14:07,4,0.00015625,cross_entropy,adam,4,0.4402,0.7813,22355,6141,0.7845,0.7757,0.7801,6464,22678,0.7782,0.7869,0.7825
