model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet5,0,2019-05-08 03:19,100,0.0125,cross_entropy,adam,21,0.4399,0.7824,21289,4986,0.8102,0.7387,0.7728,7529,23832,0.7599,0.827,0.792
MLPNet5,0,2019-05-08 03:27,100,0.0125,cross_entropy,adam,22,0.4387,0.7821,21169,4883,0.8126,0.7346,0.7716,7649,23935,0.7578,0.8306,0.7925
MLPNet5,0,2019-05-08 03:35,100,0.0125,cross_entropy,adam,23,0.4382,0.7819,20946,4657,0.8181,0.7268,0.7698,7872,24161,0.7543,0.8384,0.7941
MLPNet5,0,2019-05-08 03:43,100,0.0125,cross_entropy,adam,24,0.4374,0.7828,20816,4470,0.8232,0.7223,0.7695,8002,24348,0.7526,0.8449,0.7961
MLPNet5,0,2019-05-08 03:51,100,0.0125,cross_entropy,adam,25,0.438,0.7825,20796,4468,0.8231,0.7216,0.7691,8022,24350,0.7522,0.845,0.7959
MLPNet5,0,2019-05-08 03:59,100,0.0125,cross_entropy,adam,26,0.4376,0.7834,20818,4438,0.8243,0.7224,0.77,8000,24380,0.7529,0.846,0.7968
MLPNet5,0,2019-05-08 04:07,100,0.0125,cross_entropy,adam,27,0.4372,0.7825,20887,4564,0.8207,0.7248,0.7698,7931,24254,0.7536,0.8416,0.7952
MLPNet5,0,2019-05-08 04:15,100,0.0125,cross_entropy,adam,28,0.4367,0.784,20869,4453,0.8241,0.7242,0.7709,7949,24365,0.754,0.8455,0.7971
MLPNet5,0,2019-05-08 04:23,100,0.0125,cross_entropy,adam,29,0.4363,0.7843,21033,4612,0.8202,0.7299,0.7724,7785,24206,0.7567,0.84,0.7961
MLPNet5,0,2019-05-08 04:31,100,0.00625,cross_entropy,adam,30,0.4338,0.7838,20915,4512,0.8226,0.7258,0.7711,7903,24306,0.7546,0.8434,0.7966
MLPNet5,0,2019-05-08 04:39,100,0.00625,cross_entropy,adam,31,0.4333,0.7863,21276,4744,0.8177,0.7383,0.776,7542,24074,0.7614,0.8354,0.7967
MLPNet5,0,2019-05-08 04:47,100,0.00625,cross_entropy,adam,32,0.4334,0.7852,21039,4564,0.8217,0.7301,0.7732,7779,24254,0.7572,0.8416,0.7972
MLPNet5,0,2019-05-08 04:55,100,0.00625,cross_entropy,adam,33,0.434,0.7849,21454,5014,0.8106,0.7445,0.7761,7364,23804,0.7637,0.826,0.7937
MLPNet5,0,2019-05-08 05:03,100,0.00625,cross_entropy,adam,34,0.434,0.7856,21324,4837,0.8151,0.74,0.7757,7494,23981,0.7619,0.8322,0.7955
MLPNet5,0,2019-05-08 05:11,100,0.00625,cross_entropy,adam,35,0.434,0.7867,21719,5180,0.8074,0.7537,0.7796,7099,23638,0.769,0.8203,0.7938
MLPNet5,0,2019-05-08 05:19,100,0.00625,cross_entropy,adam,36,0.4329,0.7856,21485,5004,0.8111,0.7455,0.7769,7333,23814,0.7646,0.8264,0.7943
MLPNet5,0,2019-05-08 05:26,100,0.00625,cross_entropy,adam,37,0.4324,0.7864,21442,4913,0.8136,0.744,0.7773,7376,23905,0.7642,0.8295,0.7955
MLPNet5,0,2019-05-08 05:34,100,0.00625,cross_entropy,adam,38,0.4324,0.7864,21693,5169,0.8076,0.7528,0.7792,7125,23649,0.7685,0.8206,0.7937
MLPNet5,0,2019-05-08 05:42,100,0.00625,cross_entropy,adam,39,0.4322,0.7859,21587,5093,0.8091,0.7491,0.7779,7231,23725,0.7664,0.8233,0.7938
MLPNet5,0,2019-05-08 05:50,100,0.003125,cross_entropy,adam,40,0.4309,0.787,21586,5027,0.8111,0.749,0.7788,7232,23791,0.7669,0.8256,0.7951
MLPNet5,0,2019-05-08 05:58,100,0.003125,cross_entropy,adam,41,0.4313,0.787,21939,5389,0.8028,0.7613,0.7815,6879,23429,0.773,0.813,0.7925
MLPNet5,0,2019-05-08 06:06,100,0.003125,cross_entropy,adam,42,0.4306,0.7878,22115,5523,0.8002,0.7674,0.7834,6703,23295,0.7766,0.8083,0.7921
MLPNet5,0,2019-05-08 06:14,100,0.003125,cross_entropy,adam,43,0.4304,0.7873,22130,5565,0.7991,0.7679,0.7832,6688,23253,0.7766,0.8069,0.7915
MLPNet5,0,2019-05-08 06:22,100,0.003125,cross_entropy,adam,44,0.4305,0.7872,22211,5652,0.7972,0.7707,0.7837,6607,23166,0.7781,0.8039,0.7908
MLPNet5,0,2019-05-08 06:30,100,0.003125,cross_entropy,adam,45,0.4298,0.7874,21934,5361,0.8036,0.7611,0.7818,6884,23457,0.7731,0.814,0.793
MLPNet5,0,2019-05-08 06:37,100,0.003125,cross_entropy,adam,46,0.4301,0.7869,21974,5430,0.8019,0.7625,0.7817,6844,23388,0.7736,0.8116,0.7921
MLPNet5,0,2019-05-08 06:45,100,0.003125,cross_entropy,adam,47,0.4304,0.7873,21742,5167,0.808,0.7545,0.7803,7076,23651,0.7697,0.8207,0.7944
MLPNet5,0,2019-05-08 06:53,100,0.003125,cross_entropy,adam,48,0.43,0.7872,22259,5706,0.796,0.7724,0.784,6559,23112,0.7789,0.802,0.7903
MLPNet5,0,2019-05-08 07:01,100,0.003125,cross_entropy,adam,49,0.4311,0.787,21265,4695,0.8191,0.7379,0.7764,7553,24123,0.7616,0.8371,0.7975
MLPNet5,0,2019-05-08 07:09,100,0.0015625,cross_entropy,adam,50,0.4286,0.788,22460,5862,0.793,0.7794,0.7861,6358,22956,0.7831,0.7966,0.7898
MLPNet5,0,2019-05-08 07:17,100,0.0015625,cross_entropy,adam,51,0.429,0.7874,22247,5679,0.7966,0.772,0.7841,6571,23139,0.7788,0.8029,0.7907
MLPNet5,0,2019-05-08 07:25,100,0.0015625,cross_entropy,adam,52,0.4291,0.7869,22195,5658,0.7969,0.7702,0.7833,6623,23160,0.7776,0.8037,0.7904
MLPNet5,0,2019-05-08 07:33,100,0.0015625,cross_entropy,adam,53,0.4286,0.788,22454,5854,0.7932,0.7792,0.7861,6364,22964,0.783,0.7969,0.7899
MLPNet5,0,2019-05-08 07:41,100,0.0015625,cross_entropy,adam,54,0.4288,0.7881,22419,5813,0.7941,0.778,0.7859,6399,23005,0.7824,0.7983,0.7903
MLPNet5,0,2019-05-08 07:49,100,0.0015625,cross_entropy,adam,55,0.428,0.788,22583,5981,0.7906,0.7836,0.7871,6235,22837,0.7855,0.7925,0.789
MLPNet5,0,2019-05-08 07:57,100,0.0015625,cross_entropy,adam,56,0.4286,0.7882,22585,5976,0.7908,0.7837,0.7872,6233,22842,0.7856,0.7926,0.7891
MLPNet5,0,2019-05-08 08:05,100,0.0015625,cross_entropy,adam,57,0.4284,0.7883,22449,5834,0.7937,0.779,0.7863,6369,22984,0.783,0.7976,0.7902
MLPNet5,0,2019-05-08 08:12,100,0.0015625,cross_entropy,adam,58,0.4278,0.7887,22607,5965,0.7912,0.7845,0.7878,6211,22853,0.7863,0.793,0.7896
MLPNet5,0,2019-05-08 08:20,100,0.0015625,cross_entropy,adam,59,0.4278,0.7883,22611,5992,0.7905,0.7846,0.7876,6207,22826,0.7862,0.7921,0.7891
MLPNet5,0,2019-05-08 08:28,100,0.00078125,cross_entropy,adam,60,0.4278,0.7892,22477,5808,0.7947,0.78,0.7872,6341,23010,0.784,0.7985,0.7911
MLPNet5,0,2019-05-08 08:43,100,0.00078125,cross_entropy,adam,61,0.4279,0.789,22683,6026,0.7901,0.7871,0.7886,6135,22792,0.7879,0.7909,0.7894
MLPNet5,0,2019-05-08 08:58,100,0.00078125,cross_entropy,adam,62,0.4272,0.7891,22690,6025,0.7902,0.7874,0.7888,6128,22793,0.7881,0.7909,0.7895
MLPNet5,0,2019-05-08 09:12,100,0.00078125,cross_entropy,adam,63,0.4272,0.7892,22702,6031,0.7901,0.7878,0.7889,6116,22787,0.7884,0.7907,0.7896
MLPNet5,0,2019-05-08 09:27,100,0.00078125,cross_entropy,adam,64,0.4278,0.7892,22700,6033,0.79,0.7877,0.7889,6118,22785,0.7883,0.7907,0.7895
MLPNet5,0,2019-05-08 09:42,100,0.00078125,cross_entropy,adam,65,0.4274,0.7891,22715,6051,0.7896,0.7882,0.7889,6103,22767,0.7886,0.79,0.7893
MLPNet5,0,2019-05-08 09:56,100,0.00078125,cross_entropy,adam,66,0.4272,0.7894,22723,6042,0.79,0.7885,0.7892,6095,22776,0.7889,0.7903,0.7896
MLPNet5,0,2019-05-08 10:11,100,0.00078125,cross_entropy,adam,67,0.427,0.7894,22754,6073,0.7893,0.7896,0.7895,6064,22745,0.7895,0.7893,0.7894
MLPNet5,0,2019-05-08 10:26,100,0.00078125,cross_entropy,adam,68,0.4271,0.7898,22781,6077,0.7894,0.7905,0.79,6037,22741,0.7902,0.7891,0.7897
MLPNet5,0,2019-05-08 10:39,100,0.00078125,cross_entropy,adam,69,0.4277,0.7892,22732,6064,0.7894,0.7888,0.7891,6086,22754,0.789,0.7896,0.7893
MLPNet5,0,2019-05-08 10:50,100,0.000390625,cross_entropy,adam,70,0.4273,0.7895,22781,6093,0.789,0.7905,0.7897,6037,22725,0.7901,0.7886,0.7893
