model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4,0,2019-05-08 04:52,100,0.00625,cross_entropy,adam,35,0.4316,0.7907,21228,4437,0.8271,0.7366,0.7793,7590,24381,0.7626,0.846,0.8022
MLPNet4,0,2019-05-08 05:00,100,0.00625,cross_entropy,adam,36,0.4314,0.7903,21289,4526,0.8247,0.7387,0.7793,7529,24292,0.7634,0.8429,0.8012
MLPNet4,0,2019-05-08 05:08,100,0.00625,cross_entropy,adam,37,0.4311,0.7903,21211,4444,0.8268,0.736,0.7788,7607,24374,0.7621,0.8458,0.8018
MLPNet4,0,2019-05-08 05:16,100,0.00625,cross_entropy,adam,38,0.4315,0.7907,21305,4518,0.825,0.7393,0.7798,7513,24300,0.7638,0.8432,0.8016
MLPNet4,0,2019-05-08 05:24,100,0.00625,cross_entropy,adam,39,0.4311,0.7902,21177,4416,0.8275,0.7349,0.7784,7641,24402,0.7615,0.8468,0.8019
MLPNet4,0,2019-05-08 05:32,100,0.003125,cross_entropy,adam,40,0.4297,0.7912,21246,4426,0.8276,0.7372,0.7798,7572,24392,0.7631,0.8464,0.8026
MLPNet4,0,2019-05-08 05:40,100,0.003125,cross_entropy,adam,41,0.4292,0.7912,21323,4506,0.8255,0.7399,0.7804,7495,24312,0.7644,0.8436,0.802
MLPNet4,0,2019-05-08 05:48,100,0.003125,cross_entropy,adam,42,0.4294,0.7915,21259,4425,0.8277,0.7377,0.7801,7559,24393,0.7634,0.8465,0.8028
MLPNet4,0,2019-05-08 05:56,100,0.003125,cross_entropy,adam,43,0.4294,0.7913,21279,4454,0.8269,0.7384,0.7802,7539,24364,0.7637,0.8454,0.8025
MLPNet4,0,2019-05-08 06:04,100,0.003125,cross_entropy,adam,44,0.4294,0.7917,21272,4426,0.8278,0.7381,0.7804,7546,24392,0.7637,0.8464,0.8029
MLPNet4,0,2019-05-08 06:12,100,0.003125,cross_entropy,adam,45,0.4295,0.7918,21307,4457,0.827,0.7394,0.7807,7511,24361,0.7643,0.8453,0.8028
MLPNet4,0,2019-05-08 06:19,100,0.003125,cross_entropy,adam,46,0.4289,0.7911,21296,4482,0.8261,0.739,0.7801,7522,24336,0.7639,0.8445,0.8022
MLPNet4,0,2019-05-08 06:27,100,0.003125,cross_entropy,adam,47,0.4282,0.7919,21294,4435,0.8276,0.7389,0.7808,7524,24383,0.7642,0.8461,0.8031
