model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet5Drop_0.2_,0,2019-05-09 14:20,4,0.00015625,cross_entropy,adam,1,0.4988,0.7567,18598,3619,0.8371,0.6453,0.7288,10221,25200,0.7114,0.8744,0.7846
MLPNet5Drop_0.2_,0,2019-05-09 14:29,4,7.8125e-05,cross_entropy,adam,2,0.4996,0.7547,18518,3651,0.8353,0.6426,0.7264,10301,25168,0.7096,0.8733,0.783
MLPNet5Drop_0.2_,0,2019-05-09 14:36,4,7.8125e-05,cross_entropy,adam,3,0.4972,0.7559,18527,3589,0.8377,0.6429,0.7275,10292,25230,0.7103,0.8755,0.7843
MLPNet5Drop_0.2_,0,2019-05-09 14:41,4,3.90625e-05,cross_entropy,adam,4,0.4985,0.7556,18460,3528,0.8395,0.6405,0.7267,10359,25291,0.7094,0.8776,0.7846
