model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3,0,2019-05-08 00:26,100,0.025,cross_entropy,adam,19,0.4507,0.7703,19961,4302,0.8227,0.6927,0.7521,8857,24516,0.7346,0.8507,0.7884
MLPNet3,0,2019-05-08 00:42,100,0.0125,cross_entropy,adam,20,0.4459,0.7735,20559,4746,0.8124,0.7134,0.7597,8259,24072,0.7445,0.8353,0.7873
MLPNet3,0,2019-05-08 00:57,100,0.0125,cross_entropy,adam,21,0.4459,0.7763,20797,4835,0.8114,0.7217,0.7639,8021,23983,0.7494,0.8322,0.7886
MLPNet3,0,2019-05-08 01:12,100,0.0125,cross_entropy,adam,22,0.4448,0.7753,20762,4852,0.8106,0.7205,0.7629,8056,23966,0.7484,0.8316,0.7878
MLPNet3,0,2019-05-08 01:28,100,0.0125,cross_entropy,adam,23,0.4449,0.7755,20880,4969,0.8078,0.7245,0.7639,7938,23849,0.7503,0.8276,0.787
MLPNet3,0,2019-05-08 01:43,100,0.0125,cross_entropy,adam,24,0.4432,0.7762,20708,4747,0.8135,0.7186,0.7631,8110,24071,0.748,0.8353,0.7892
MLPNet3,0,2019-05-08 01:58,100,0.0125,cross_entropy,adam,25,0.4435,0.7759,20787,4847,0.8109,0.7213,0.7635,8031,23971,0.749,0.8318,0.7883
MLPNet3,0,2019-05-08 02:13,100,0.0125,cross_entropy,adam,26,0.4428,0.7766,20868,4888,0.8102,0.7241,0.7648,7950,23930,0.7506,0.8304,0.7885
MLPNet3,0,2019-05-08 02:21,100,0.0125,cross_entropy,adam,27,0.443,0.7767,20848,4864,0.8108,0.7234,0.7646,7970,23954,0.7503,0.8312,0.7887
MLPNet3,0,2019-05-08 02:29,100,0.0125,cross_entropy,adam,28,0.4436,0.776,20907,4964,0.8081,0.7255,0.7646,7911,23854,0.751,0.8277,0.7875
MLPNet3,0,2019-05-08 02:38,100,0.0125,cross_entropy,adam,29,0.443,0.7764,20788,4817,0.8119,0.7214,0.7639,8030,24001,0.7493,0.8328,0.7889
MLPNet3,0,2019-05-08 02:46,100,0.00625,cross_entropy,adam,30,0.4406,0.7781,20754,4679,0.816,0.7202,0.7651,8064,24139,0.7496,0.8376,0.7912
MLPNet3,0,2019-05-08 02:54,100,0.00625,cross_entropy,adam,31,0.44,0.7786,20943,4849,0.812,0.7267,0.767,7875,23969,0.7527,0.8317,0.7902
MLPNet3,0,2019-05-08 03:02,100,0.00625,cross_entropy,adam,32,0.4405,0.7789,20900,4787,0.8136,0.7252,0.7669,7918,24031,0.7522,0.8339,0.7909
MLPNet3,0,2019-05-08 03:11,100,0.00625,cross_entropy,adam,33,0.4397,0.7783,20923,4849,0.8119,0.726,0.7666,7895,23969,0.7522,0.8317,0.79
MLPNet3,0,2019-05-08 03:19,100,0.00625,cross_entropy,adam,34,0.4398,0.7789,21007,4900,0.8109,0.729,0.7677,7811,23918,0.7538,0.83,0.7901
MLPNet3,0,2019-05-08 03:27,100,0.00625,cross_entropy,adam,35,0.4391,0.779,20992,4878,0.8114,0.7284,0.7677,7826,23940,0.7536,0.8307,0.7903
MLPNet3,0,2019-05-08 03:35,100,0.00625,cross_entropy,adam,36,0.4389,0.7787,21006,4913,0.8104,0.7289,0.7675,7812,23905,0.7537,0.8295,0.7898
MLPNet3,0,2019-05-08 03:43,100,0.00625,cross_entropy,adam,37,0.4392,0.7791,20932,4811,0.8131,0.7264,0.7673,7886,24007,0.7527,0.8331,0.7909
MLPNet3,0,2019-05-08 03:51,100,0.00625,cross_entropy,adam,38,0.4396,0.7791,21078,4963,0.8094,0.7314,0.7684,7740,23855,0.755,0.8278,0.7897
MLPNet3,0,2019-05-08 03:59,100,0.00625,cross_entropy,adam,39,0.4397,0.7791,20973,4853,0.8121,0.7278,0.7676,7845,23965,0.7534,0.8316,0.7906
MLPNet3,0,2019-05-08 04:07,100,0.003125,cross_entropy,adam,40,0.4373,0.7798,21030,4870,0.812,0.7298,0.7687,7788,23948,0.7546,0.831,0.791
MLPNet3,0,2019-05-08 04:15,100,0.003125,cross_entropy,adam,41,0.4374,0.7809,21012,4790,0.8144,0.7291,0.7694,7806,24028,0.7548,0.8338,0.7923
MLPNet3,0,2019-05-08 04:23,100,0.003125,cross_entropy,adam,42,0.4365,0.7804,21018,4822,0.8134,0.7293,0.7691,7800,23996,0.7547,0.8327,0.7918
MLPNet3,0,2019-05-08 04:31,100,0.003125,cross_entropy,adam,43,0.4369,0.7805,21044,4846,0.8128,0.7302,0.7693,7774,23972,0.7551,0.8318,0.7916
MLPNet3,0,2019-05-08 04:39,100,0.003125,cross_entropy,adam,44,0.4366,0.7805,21065,4868,0.8123,0.731,0.7695,7753,23950,0.7554,0.8311,0.7915
MLPNet3,0,2019-05-08 04:47,100,0.003125,cross_entropy,adam,45,0.4367,0.7811,21035,4800,0.8142,0.7299,0.7698,7783,24018,0.7553,0.8334,0.7924
MLPNet3,0,2019-05-08 04:55,100,0.003125,cross_entropy,adam,46,0.4368,0.7812,20999,4755,0.8154,0.7287,0.7696,7819,24063,0.7548,0.835,0.7929
MLPNet3,0,2019-05-08 05:03,100,0.003125,cross_entropy,adam,47,0.4371,0.7813,21034,4785,0.8147,0.7299,0.77,7784,24033,0.7554,0.834,0.7927
MLPNet3,0,2019-05-08 05:11,100,0.003125,cross_entropy,adam,48,0.4368,0.7815,21093,4836,0.8135,0.7319,0.7706,7725,23982,0.7564,0.8322,0.7925
MLPNet3,0,2019-05-08 05:19,100,0.003125,cross_entropy,adam,49,0.4362,0.7812,21013,4772,0.8149,0.7292,0.7697,7805,24046,0.755,0.8344,0.7927
MLPNet3,0,2019-05-08 05:27,100,0.0015625,cross_entropy,adam,50,0.436,0.7813,21054,4806,0.8142,0.7306,0.7701,7764,24012,0.7557,0.8332,0.7926
MLPNet3,0,2019-05-08 05:35,100,0.0015625,cross_entropy,adam,51,0.4352,0.7815,21051,4791,0.8146,0.7305,0.7703,7767,24027,0.7557,0.8337,0.7928
MLPNet3,0,2019-05-08 05:43,100,0.0015625,cross_entropy,adam,52,0.436,0.7819,21083,4800,0.8146,0.7316,0.7708,7735,24018,0.7564,0.8334,0.7931
MLPNet3,0,2019-05-08 05:51,100,0.0015625,cross_entropy,adam,53,0.4355,0.7822,21124,4827,0.814,0.733,0.7714,7694,23991,0.7572,0.8325,0.7931
MLPNet3,0,2019-05-08 05:59,100,0.0015625,cross_entropy,adam,54,0.4355,0.7822,21047,4749,0.8159,0.7303,0.7708,7771,24069,0.7559,0.8352,0.7936
MLPNet3,0,2019-05-08 06:07,100,0.0015625,cross_entropy,adam,55,0.4362,0.7819,21095,4813,0.8142,0.732,0.7709,7723,24005,0.7566,0.833,0.793
MLPNet3,0,2019-05-08 06:15,100,0.0015625,cross_entropy,adam,56,0.4355,0.7819,21007,4723,0.8164,0.729,0.7702,7811,24095,0.7552,0.8361,0.7936
MLPNet3,0,2019-05-08 06:23,100,0.0015625,cross_entropy,adam,57,0.4357,0.782,21121,4838,0.8136,0.7329,0.7712,7697,23980,0.757,0.8321,0.7928
MLPNet3,0,2019-05-08 06:31,100,0.0015625,cross_entropy,adam,58,0.436,0.7817,21126,4860,0.813,0.7331,0.771,7692,23958,0.757,0.8314,0.7924
MLPNet3,0,2019-05-08 06:39,100,0.0015625,cross_entropy,adam,59,0.4359,0.7813,21050,4803,0.8142,0.7304,0.7701,7768,24015,0.7556,0.8333,0.7926
MLPNet3,0,2019-05-08 06:47,100,0.00078125,cross_entropy,adam,60,0.4346,0.7818,21104,4829,0.8138,0.7323,0.7709,7714,23989,0.7567,0.8324,0.7927
