model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3,0,2019-05-07 21:09,100,0.05,cross_entropy,adam,1,0.5178,0.7256,18824,5732,0.7666,0.6532,0.7054,9994,23086,0.6979,0.8011,0.7459
MLPNet3,0,2019-05-07 21:17,100,0.05,cross_entropy,adam,2,0.4808,0.7508,19414,4869,0.7995,0.6737,0.7312,9404,23949,0.718,0.831,0.7704
MLPNet3,0,2019-05-07 21:25,100,0.05,cross_entropy,adam,3,0.4743,0.7576,19316,4358,0.8159,0.6703,0.736,9502,24460,0.7202,0.8488,0.7792
MLPNet3,0,2019-05-07 21:33,100,0.05,cross_entropy,adam,4,0.4704,0.7594,19531,4481,0.8134,0.6777,0.7394,9287,24337,0.7238,0.8445,0.7795
MLPNet3,0,2019-05-07 21:41,100,0.05,cross_entropy,adam,5,0.4691,0.7625,19883,4679,0.8095,0.69,0.745,8935,24139,0.7298,0.8376,0.78
MLPNet3,0,2019-05-07 21:49,100,0.05,cross_entropy,adam,6,0.4668,0.7603,19323,4202,0.8214,0.6705,0.7383,9495,24616,0.7216,0.8542,0.7823
MLPNet3,0,2019-05-07 21:57,100,0.05,cross_entropy,adam,7,0.4684,0.762,19165,3930,0.8298,0.665,0.7384,9653,24888,0.7205,0.8636,0.7856
MLPNet3,0,2019-05-07 22:05,100,0.05,cross_entropy,adam,8,0.4666,0.7622,19406,4183,0.8227,0.6734,0.7406,9412,24635,0.7236,0.8548,0.7837
MLPNet3,0,2019-05-07 22:13,100,0.05,cross_entropy,adam,9,0.4637,0.7608,19138,3969,0.8282,0.6641,0.7371,9680,24849,0.7197,0.8623,0.7845
MLPNet3,0,2019-05-07 22:21,100,0.025,cross_entropy,adam,10,0.4572,0.7677,20187,4695,0.8113,0.7005,0.7518,8631,24123,0.7365,0.8371,0.7836
MLPNet3,0,2019-05-07 22:32,100,0.025,cross_entropy,adam,11,0.4548,0.77,20232,4610,0.8144,0.7021,0.7541,8586,24208,0.7382,0.84,0.7858
MLPNet3,0,2019-05-07 22:42,100,0.025,cross_entropy,adam,12,0.454,0.7702,20273,4639,0.8138,0.7035,0.7546,8545,24179,0.7389,0.839,0.7858
MLPNet3,0,2019-05-07 22:55,100,0.025,cross_entropy,adam,13,0.4523,0.772,20360,4624,0.8149,0.7065,0.7568,8458,24194,0.741,0.8395,0.7872
MLPNet3,0,2019-05-07 23:10,100,0.025,cross_entropy,adam,14,0.4524,0.7719,20483,4764,0.8113,0.7108,0.7577,8335,24054,0.7427,0.8347,0.786
MLPNet3,0,2019-05-07 23:25,100,0.025,cross_entropy,adam,15,0.4513,0.7715,20272,4563,0.8163,0.7034,0.7557,8546,24255,0.7395,0.8417,0.7873
MLPNet3,0,2019-05-07 23:41,100,0.025,cross_entropy,adam,16,0.4509,0.7714,20284,4577,0.8159,0.7039,0.7558,8534,24241,0.7396,0.8412,0.7871
MLPNet3,0,2019-05-07 23:56,100,0.025,cross_entropy,adam,17,0.4516,0.7708,19986,4296,0.8231,0.6935,0.7528,8832,24522,0.7352,0.8509,0.7888
MLPNet3,0,2019-05-08 00:11,100,0.025,cross_entropy,adam,18,0.4498,0.7714,19879,4147,0.8274,0.6898,0.7524,8939,24671,0.734,0.8561,0.7904
