model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3Drop_0.2_,0,2019-05-08 01:01,100,0.025,cross_entropy,adam,11,0.4823,0.7601,19474,4383,0.8163,0.6758,0.7394,9344,24435,0.7234,0.8479,0.7807
MLPNet3Drop_0.2_,0,2019-05-08 01:16,100,0.025,cross_entropy,adam,12,0.4823,0.7566,19156,4242,0.8187,0.6647,0.7337,9662,24576,0.7178,0.8528,0.7795
MLPNet3Drop_0.2_,0,2019-05-08 01:31,100,0.025,cross_entropy,adam,13,0.4827,0.7593,19241,4172,0.8218,0.6677,0.7368,9577,24646,0.7202,0.8552,0.7819
MLPNet3Drop_0.2_,0,2019-05-08 01:46,100,0.025,cross_entropy,adam,14,0.4833,0.7578,19165,4178,0.821,0.665,0.7348,9653,24640,0.7185,0.855,0.7808
MLPNet3Drop_0.2_,0,2019-05-08 02:01,100,0.025,cross_entropy,adam,15,0.4812,0.7597,19399,4324,0.8177,0.6732,0.7384,9419,24494,0.7223,0.85,0.7809
MLPNet3Drop_0.2_,0,2019-05-08 02:14,100,0.025,cross_entropy,adam,16,0.4819,0.7587,19274,4245,0.8195,0.6688,0.7365,9544,24573,0.7203,0.8527,0.7809
MLPNet3Drop_0.2_,0,2019-05-08 02:22,100,0.025,cross_entropy,adam,17,0.4802,0.7612,19353,4181,0.8223,0.6716,0.7393,9465,24637,0.7225,0.8549,0.7831
MLPNet3Drop_0.2_,0,2019-05-08 02:30,100,0.025,cross_entropy,adam,18,0.4823,0.7584,19098,4072,0.8243,0.6627,0.7347,9720,24746,0.718,0.8587,0.7821
MLPNet3Drop_0.2_,0,2019-05-08 02:39,100,0.025,cross_entropy,adam,19,0.4816,0.7582,19522,4547,0.8111,0.6774,0.7383,9296,24271,0.7231,0.8422,0.7781
MLPNet3Drop_0.2_,0,2019-05-08 02:47,100,0.0125,cross_entropy,adam,20,0.4773,0.7637,19566,4267,0.821,0.679,0.7432,9252,24551,0.7263,0.8519,0.7841
MLPNet3Drop_0.2_,0,2019-05-08 02:55,100,0.0125,cross_entropy,adam,21,0.4763,0.7644,19508,4162,0.8242,0.6769,0.7433,9310,24656,0.7259,0.8556,0.7854
MLPNet3Drop_0.2_,0,2019-05-08 03:03,100,0.0125,cross_entropy,adam,22,0.476,0.7641,19382,4043,0.8274,0.6726,0.742,9436,24775,0.7242,0.8597,0.7861
MLPNet3Drop_0.2_,0,2019-05-08 03:11,100,0.0125,cross_entropy,adam,23,0.474,0.7658,19581,4158,0.8248,0.6795,0.7451,9237,24660,0.7275,0.8557,0.7864
MLPNet3Drop_0.2_,0,2019-05-08 03:19,100,0.0125,cross_entropy,adam,24,0.4736,0.764,19384,4049,0.8272,0.6726,0.742,9434,24769,0.7242,0.8595,0.7861
MLPNet3Drop_0.2_,0,2019-05-08 03:27,100,0.0125,cross_entropy,adam,25,0.4726,0.7663,19460,3997,0.8296,0.6753,0.7445,9358,24821,0.7262,0.8613,0.788
MLPNet3Drop_0.2_,0,2019-05-08 03:35,100,0.0125,cross_entropy,adam,26,0.4732,0.7659,19633,4207,0.8235,0.6813,0.7457,9185,24611,0.7282,0.854,0.7861
MLPNet3Drop_0.2_,0,2019-05-08 03:43,100,0.0125,cross_entropy,adam,27,0.472,0.7663,19366,3894,0.8326,0.672,0.7437,9452,24924,0.725,0.8649,0.7888
MLPNet3Drop_0.2_,0,2019-05-08 03:51,100,0.0125,cross_entropy,adam,28,0.4716,0.7678,19597,4056,0.8285,0.68,0.747,9221,24762,0.7287,0.8593,0.7886
MLPNet3Drop_0.2_,0,2019-05-08 03:59,100,0.0125,cross_entropy,adam,29,0.471,0.7697,19763,4123,0.8274,0.6858,0.75,9055,24695,0.7317,0.8569,0.7894
MLPNet3Drop_0.2_,0,2019-05-08 04:07,100,0.00625,cross_entropy,adam,30,0.4702,0.7658,19463,4026,0.8286,0.6754,0.7442,9355,24792,0.726,0.8603,0.7875
MLPNet3Drop_0.2_,0,2019-05-08 04:15,100,0.00625,cross_entropy,adam,31,0.47,0.7676,19523,3988,0.8304,0.6775,0.7462,9295,24830,0.7276,0.8616,0.789
MLPNet3Drop_0.2_,0,2019-05-08 04:23,100,0.00625,cross_entropy,adam,32,0.4682,0.7687,19679,4092,0.8279,0.6829,0.7484,9139,24726,0.7301,0.858,0.7889
MLPNet3Drop_0.2_,0,2019-05-08 04:31,100,0.00625,cross_entropy,adam,33,0.4696,0.7696,19682,4037,0.8298,0.683,0.7493,9136,24781,0.7306,0.8599,0.79
MLPNet3Drop_0.2_,0,2019-05-08 04:39,100,0.00625,cross_entropy,adam,34,0.4678,0.7705,19662,3966,0.8321,0.6823,0.7498,9156,24852,0.7308,0.8624,0.7911
MLPNet3Drop_0.2_,0,2019-05-08 04:47,100,0.00625,cross_entropy,adam,35,0.4679,0.7704,19743,4060,0.8294,0.6851,0.7504,9075,24758,0.7318,0.8591,0.7903
MLPNet3Drop_0.2_,0,2019-05-08 04:55,100,0.00625,cross_entropy,adam,36,0.4662,0.7708,19671,3955,0.8326,0.6826,0.7502,9147,24863,0.731,0.8628,0.7915
MLPNet3Drop_0.2_,0,2019-05-08 05:03,100,0.00625,cross_entropy,adam,37,0.467,0.7702,19696,4020,0.8305,0.6835,0.7498,9122,24798,0.7311,0.8605,0.7905
MLPNet3Drop_0.2_,0,2019-05-08 05:10,100,0.00625,cross_entropy,adam,38,0.4667,0.7702,19578,3890,0.8342,0.6794,0.7489,9240,24928,0.7296,0.865,0.7915
MLPNet3Drop_0.2_,0,2019-05-08 05:18,100,0.00625,cross_entropy,adam,39,0.4684,0.7693,19573,3940,0.8324,0.6792,0.748,9245,24878,0.7291,0.8633,0.7905
MLPNet3Drop_0.2_,0,2019-05-08 05:26,100,0.003125,cross_entropy,adam,40,0.4648,0.771,19740,4020,0.8308,0.685,0.7509,9078,24798,0.732,0.8605,0.7911
MLPNet3Drop_0.2_,0,2019-05-08 05:34,100,0.003125,cross_entropy,adam,41,0.4651,0.7737,19901,4035,0.8314,0.6906,0.7545,8917,24783,0.7354,0.86,0.7928
MLPNet3Drop_0.2_,0,2019-05-08 05:42,100,0.003125,cross_entropy,adam,42,0.4644,0.7723,19820,4029,0.8311,0.6878,0.7527,8998,24789,0.7337,0.8602,0.7919
MLPNet3Drop_0.2_,0,2019-05-08 05:50,100,0.003125,cross_entropy,adam,43,0.4631,0.7733,19845,3993,0.8325,0.6886,0.7538,8973,24825,0.7345,0.8614,0.7929
MLPNet3Drop_0.2_,0,2019-05-08 05:57,100,0.003125,cross_entropy,adam,44,0.463,0.7729,19878,4058,0.8305,0.6898,0.7536,8940,24760,0.7347,0.8592,0.7921
MLPNet3Drop_0.2_,0,2019-05-08 06:05,100,0.003125,cross_entropy,adam,45,0.4639,0.7732,19899,4057,0.8306,0.6905,0.7541,8919,24761,0.7352,0.8592,0.7924
MLPNet3Drop_0.2_,0,2019-05-08 06:13,100,0.003125,cross_entropy,adam,46,0.4639,0.7716,19696,3937,0.8334,0.6835,0.751,9122,24881,0.7317,0.8634,0.7921
MLPNet3Drop_0.2_,0,2019-05-08 06:21,100,0.003125,cross_entropy,adam,47,0.4645,0.7731,19906,4073,0.8301,0.6907,0.7541,8912,24745,0.7352,0.8587,0.7922
MLPNet3Drop_0.2_,0,2019-05-08 06:29,100,0.003125,cross_entropy,adam,48,0.4642,0.7725,19750,3939,0.8337,0.6853,0.7523,9068,24879,0.7329,0.8633,0.7928
