model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3Drop_0.4_,0,2019-05-09 14:15,4,0.00015625,cross_entropy,adam,1,0.5078,0.7291,18338,4993,0.786,0.6363,0.7033,10481,23826,0.6945,0.8267,0.7549
MLPNet3Drop_0.4_,0,2019-05-09 14:23,4,7.8125e-05,cross_entropy,adam,2,0.5061,0.7297,18520,5159,0.7821,0.6426,0.7056,10299,23660,0.6967,0.821,0.7538
MLPNet3Drop_0.4_,0,2019-05-09 14:32,4,7.8125e-05,cross_entropy,adam,3,0.5068,0.7281,18305,5015,0.7849,0.6352,0.7022,10514,23804,0.6936,0.826,0.754
MLPNet3Drop_0.4_,0,2019-05-09 14:38,4,3.90625e-05,cross_entropy,adam,4,0.5061,0.7302,18272,4853,0.7901,0.634,0.7035,10547,23966,0.6944,0.8316,0.7568
