model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4Drop_0.2_,0,2019-05-07 23:06,100,0.05,cross_entropy,adam,1,0.5525,0.7033,19118,7373,0.7217,0.6634,0.6913,9700,21445,0.6886,0.7442,0.7153
MLPNet4Drop_0.2_,0,2019-05-07 23:22,100,0.05,cross_entropy,adam,2,0.5122,0.7359,18847,5141,0.7857,0.654,0.7138,9971,23677,0.7037,0.8216,0.7581
MLPNet4Drop_0.2_,0,2019-05-07 23:39,100,0.05,cross_entropy,adam,3,0.5056,0.7391,18876,4984,0.7911,0.655,0.7167,9942,23834,0.7056,0.8271,0.7615
MLPNet4Drop_0.2_,0,2019-05-07 23:56,100,0.05,cross_entropy,adam,4,0.5061,0.7409,18701,4681,0.7998,0.6489,0.7165,10117,24137,0.7046,0.8376,0.7654
MLPNet4Drop_0.2_,0,2019-05-08 00:13,100,0.05,cross_entropy,adam,5,0.5152,0.7312,18545,5097,0.7844,0.6435,0.707,10273,23721,0.6978,0.8231,0.7553
MLPNet4Drop_0.2_,0,2019-05-08 00:29,100,0.05,cross_entropy,adam,6,0.5063,0.7366,18841,5098,0.787,0.6538,0.7143,9977,23720,0.7039,0.8231,0.7589
MLPNet4Drop_0.2_,0,2019-05-08 00:46,100,0.05,cross_entropy,adam,7,0.5041,0.7407,19000,5026,0.7908,0.6593,0.7191,9818,23792,0.7079,0.8256,0.7622
MLPNet4Drop_0.2_,0,2019-05-08 01:03,100,0.05,cross_entropy,adam,8,0.5017,0.7408,18774,4771,0.7974,0.6515,0.7171,10044,24047,0.7054,0.8344,0.7645
MLPNet4Drop_0.2_,0,2019-05-08 01:20,100,0.05,cross_entropy,adam,9,0.504,0.7381,18533,4669,0.7988,0.6431,0.7125,10285,24149,0.7013,0.838,0.7636
MLPNet4Drop_0.2_,0,2019-05-08 01:36,100,0.025,cross_entropy,adam,10,0.4938,0.748,19027,4618,0.8047,0.6602,0.7253,9791,24200,0.712,0.8398,0.7706
MLPNet4Drop_0.2_,0,2019-05-08 01:53,100,0.025,cross_entropy,adam,11,0.4927,0.7468,19423,5119,0.7914,0.674,0.728,9395,23699,0.7161,0.8224,0.7656
MLPNet4Drop_0.2_,0,2019-05-08 02:10,100,0.025,cross_entropy,adam,12,0.4901,0.7484,19588,5200,0.7902,0.6797,0.7308,9230,23618,0.719,0.8196,0.766
MLPNet4Drop_0.2_,0,2019-05-08 02:19,100,0.025,cross_entropy,adam,13,0.4893,0.7514,19588,5020,0.796,0.6797,0.7333,9230,23798,0.7205,0.8258,0.7696
MLPNet4Drop_0.2_,0,2019-05-08 02:28,100,0.025,cross_entropy,adam,14,0.49,0.7501,19590,5103,0.7933,0.6798,0.7322,9228,23715,0.7199,0.8229,0.768
MLPNet4Drop_0.2_,0,2019-05-08 02:37,100,0.025,cross_entropy,adam,15,0.4883,0.7531,19678,5018,0.7968,0.6828,0.7354,9140,23800,0.7225,0.8259,0.7708
MLPNet4Drop_0.2_,0,2019-05-08 02:46,100,0.025,cross_entropy,adam,16,0.4877,0.7522,19454,4832,0.801,0.6751,0.7327,9364,23986,0.7192,0.8323,0.7717
MLPNet4Drop_0.2_,0,2019-05-08 02:56,100,0.025,cross_entropy,adam,17,0.4892,0.7532,19676,5009,0.7971,0.6828,0.7355,9142,23809,0.7226,0.8262,0.7709
MLPNet4Drop_0.2_,0,2019-05-08 03:04,100,0.025,cross_entropy,adam,18,0.4878,0.7528,19622,4977,0.7977,0.6809,0.7347,9196,23841,0.7216,0.8273,0.7709
