model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet3Drop_0.2,0,2019-05-13 19:43,6,0.0001953125,cross_entropy,adam,1,0.726,0.5024,8580,7793,0.524,0.3503,0.4199,15916,16703,0.5121,0.6819,0.5849
MLPNet3Drop_0.2,0,2019-05-13 19:47,6,0.0001953125,cross_entropy,adam,2,0.683,0.5612,15137,12071,0.5563,0.6179,0.5855,9359,12425,0.5704,0.5072,0.5369
MLPNet3Drop_0.2,0,2019-05-13 19:51,6,9.765625e-05,cross_entropy,adam,3,0.6723,0.5846,15840,11620,0.5768,0.6466,0.6097,8656,12876,0.598,0.5256,0.5595
MLPNet3Drop_0.2,0,2019-05-13 19:55,6,9.765625e-05,cross_entropy,adam,4,0.6637,0.5993,16296,11352,0.5894,0.6653,0.625,8200,13144,0.6158,0.5366,0.5735
MLPNet3Drop_0.2,0,2019-05-13 20:01,6,4.8828125e-05,cross_entropy,adam,5,0.6574,0.6088,16450,11048,0.5982,0.6715,0.6328,8046,13448,0.6257,0.549,0.5848
MLPNet3Drop_0.2,0,2019-05-13 20:09,6,4.8828125e-05,cross_entropy,adam,6,0.6546,0.6127,16689,11081,0.601,0.6813,0.6386,7807,13415,0.6321,0.5476,0.5869
