model,random_state,date,n_epoch,lr,crit,optim,epoch,loss,f1_macro,pred_0_0,pred_0_1,precision_0,recall_0,f1_0,pred_1_0,pred_1_1,precision_1,recall_1,f1_1
MLPNet4Drop_0.4,0,2019-05-13 20:06,6,0.0001953125,cross_entropy,adam,1,0.743,0.4978,8680,8190,0.5145,0.3543,0.4197,15816,16306,0.5076,0.6657,0.576
MLPNet4Drop_0.4,0,2019-05-13 20:13,6,0.0001953125,cross_entropy,adam,2,0.6966,0.5237,15358,13969,0.5237,0.627,0.5707,9138,10527,0.5353,0.4297,0.4768
MLPNet4Drop_0.4,0,2019-05-13 20:19,6,9.765625e-05,cross_entropy,adam,3,0.6914,0.526,16617,14871,0.5277,0.6784,0.5936,7879,9625,0.5499,0.3929,0.4583
MLPNet4Drop_0.4,0,2019-05-13 20:25,6,9.765625e-05,cross_entropy,adam,4,0.6876,0.5363,17132,14825,0.5361,0.6994,0.6069,7364,9671,0.5677,0.3948,0.4657
MLPNet4Drop_0.4,0,2019-05-13 20:30,6,4.8828125e-05,cross_entropy,adam,5,0.6862,0.5441,17085,14461,0.5416,0.6975,0.6097,7411,10035,0.5752,0.4097,0.4785
MLPNet4Drop_0.4,0,2019-05-13 20:33,6,4.8828125e-05,cross_entropy,adam,6,0.6847,0.5489,17247,14384,0.5453,0.7041,0.6146,7249,10112,0.5825,0.4128,0.4832
